no,raw_tweet,clean_tweets,sentiment_label,,,Kolum,Deskripsi,
249,Gara-gara mas Ali info promo ovo cash back aku jd jajan mulu ini.,"['gara-gara mas ali info promosi ovo cashback aku jadi jajan melulu ini.', 'gara-gara mas ali info promosi ovo cashback aku jadi jajan mulu ini.']",isi ini,,,,,
250,"@rlthingy2 Strong power thank you.Infires man.Lacibolala.Kkaepjang.You got no jams..Atelelele.You can do it, friends! You can do it.Tukala tukala tuka tukala.Lezzgedit.Respekt!","['@rlthingy2 kekuatan yang kuat terima kasih. infires man. lacibolala. kkaepjang. kamu tidak mengalami kemacatan. atelelele. kamu bisa melakukannya, teman! kamu bisa melakukannya. tukala tukala tuka tukala. lezzgedit. hormat!', '@rlthingy2 kekuatan yang kuat terima kasih. infires man. lacibolala. kkaepjang. kamu tidak mengalami kemacatan. atelelele. kamu bisa melakukannya, teman! kamu bisa melakukannya. tukala tukala tuka tukala. lezzgedit. hormat!']",isi ini,,,,,
251,Cara Open Account Insta Forex : https://t.co/zY80Dj55sQ,"['cara buka akun insta forex : https://t.co/zY80Dj55sQ', 'cara buka akun insta forex : https://t.co/zY80Dj55sQ']",isi ini,,,,,
252,Nyari gue di IG. Hmm am not exist.,"['cari saya di IG. hmm saya tidak ada.', 'cari saya di IG. hmm saya tidak ada.']",isi ini,,,,,
253,"Alhamdulillah selama ada usaha itu pasti ada jalan, dan itu bener eheeheheww, jadi gue gapernah ngerasa sendiri, allah selalu temenin....Bukan cuma allah, tuhan kalian masing masing pun sama, suatu saat kita pasti kembali,..Jadi jangan pernah ada kata ""buntu"" ya, keep going on!!","['alhamdulillah selama ada usaha itu pasti ada jalan, dan itu benar eheeheheww, jadi saya tidak pernah merasa sendiri, allah selalu menemani. bukan cuma allah, tuhan kalian masing masing pun sama, suatu saat kita pasti kembali,. jadi jangan pernah ada kata ""buntu"" ya, terus berlanjut!', 'alhamdulillah selama ada usaha itu pasti ada jalan, dan itu benar eheeheheww, jadi saya tidak pernah merasa sendiri, allah selalu menemani. bukan cuma allah, tuhan kalian masing masing pun sama, suatu saat kita pasti kembali,. jadi jangan pernah ada kata ""buntu"" ya, terus berlanjut!']",isi ini,,,,,
254,"Yuqi emang mainnya bagus sih akhir akhir ini, dan dia menurutku layak untuk gelar juara diatas s300, well done bang juki si anak baik","['yuqi memang mainnya bagus sih akhir-akhir ini, dan dia menurutku layak untuk gelar juara di atas s300, bagus bang juki si anak baik', 'yuqi memang mainnya bagus sih akhir-akhir ini, dan dia menurutku layak untuk gelar juara di atas s300, bagus bang juki si anak baik']",isi ini,,,,,
255,"@Anandaxfw    Ok Kak, silakan infokan no.inet via DM,  agar kami bantu cek lebih lanjut kondisi koneksi jaringannya saat ini dan jgn lupa follow back kami. Ditunggu konfirmasinya. Tks -Micky","['@Anandaxfw baik kak, silakan infokan nomor. internet melalui dm, agar kami bantu cek lebih lanjut kondisi koneksi jaringannya saat ini dan jangan lupa ikut kembali kami. ditunggu konfirmasinya. terima kasih - micky', '@Anandaxfw baik kak, silakan infokan nomor. internet melalui dm, agar kami bantu cek lebih lanjut kondisi koneksi jaringannya saat ini dan jangan lupa follow kami kembali. ditunggu konfirmasinya. terima kasih - micky']",isi ini,,,,,
256,"Anjing kurap ini keliatannya sibuk dengan handphone murahannya. Jadi, mungkin dia tak memperhatikan kalau Saya lewat...Saya pikir aman untuk malam ini..But, its not.","['anjing kurap ini kelihatannya sibuk dengan handphone murahannya. jadi, mungkin dia tak memperhatikan kalau saya lewat. saya pikir aman untuk malam ini. tetapi, tidak.', 'anjing kurap ini kelihatannya sibuk dengan handphone murahannya. jadi, mungkin dia tak memperhatikan kalau saya lewat. saya pikir aman untuk malam ini. tetapi, tidak.']",isi ini,,,,,
257,"going all out with ur partner cuma di sesi 3, seseneng itu , makasih Tuhan Yesus :"")","['pacaran dengan pasangan kamu cuma di sesi 3, sesenang itu , makasih tuhan yesus :"")', 'pacaran dengan pasangan kamu cuma di sesi 3, sesenang itu , makasih tuhan yesus :"")']",isi ini,,,,,
258,I'm not into politics btw. Cuma kasian aja ini dosen gw orangnya baik tapi diginiin sama makhluk ga bertanggung jawab,"['saya tidak ke dalam politik btw. cuma kasihan saja ini dosen saya orangnya baik tapi diginiin sama makhluk tidak bertanggung jawab', 'saya tidak ke dalam politik btw. cuma kasihan saja ini dosen saya orangnya baik tapi diginiin sama makhluk tidak bertanggung jawab']",isi ini,,,,,
259,"@18autobase If you're not happy, leave (2)..Anw kayaknya lu sendiri salah konsep soal PEREMPUAN ITU RATU.NO BABY WE ALL ARE THE SAME..PEREMPUAN BUKAN RATU HEHEHEHEHEHHEE..Ya ditreat & disayang memang harus. Tp ga kek ratu jg","['@18autobase jika kamu tidak bahagia, pergi (2). bagaimanapun sepertinyanya kamu sendiri salah konsep soal perempuan itu ratu. tidak bayi kita sama semua. perempuan bukan ratu hehehehehehhee. ya diperlakukan & disayang memang harus. tapi tidak seperti ratu juga', '@18autobase jika kamu tidak bahagia, pergi (2). bagaimanapun sepertinya kamu sendiri salah konsep soal perempuan itu ratu. tidak bayi kita sama semua. perempuan bukan ratu hehehehehehhee. ya diperlakukan & disayang memang harus. tapi tidak seperti ratu juga']",isi ini,,,,,
260,Pak Cawapres bicara soal Startup ada 1000 - perbandingan yg digunakan adalah industri Startup di IRAN. ..I kid you fucking not I am not making this up. Only in Indonesia. ..Sekali ini penontonnya aja bengong.,"['pak Cawapres bicara soal startup ada 1000 - perbandingan yang digunakan adalah industri startup di iran. saya tidak bercanda saya tidak mengada-ada. hanya di indonesia. sekali ini penontonnya saja bengong.', 'pak Cawapres bicara soal startup ada 1000 - perbandingan yang digunakan adalah industri startup di iran. saya tidak bercanda saya tidak mengada-ada. hanya di indonesia. sekali ini penontonnya saja bengong.']",isi ini,,,,,
261,"@FNMEDIA_ Hmm menarik jersey ketiganya, yg kolaborasi ama Air Jordan kayanya, fontnya mirip font basket..will be better if not Icardi named on it ~","['@FNMEDIA_ hmm menarik jersey ketiganya, yang kolaborasi sama air jordan sepertinya, fontnya mirip font basket. akan lebih baik jika tidak diberi nama icardi di atasnya ~', '@FNMEDIA_ hmm menarik jersey ketiganya, yang kolaborasi sama air jordan sepertinya, font-nya mirip font basket. akan lebih baik jika tidak diberi nama icardi di atasnya ~']",isi ini,,,,,
262,"In the future, bots, not docs, will diagnosis your disease (dari public lecture Pak Ronny Adhikarya di FKM UI). Ayo Indonesia harus siap! Semoga lewat @inovator4id anak bangsa bisa berkarya. Cc: @budimandjatmiko https://t.co/jvwISnNdxD","['di masa depan, robot, bukan dokumen, akan mendiagnosis penyakit kamu (dari kuliah umum pak ronny adhikarya di fkm ui). ayo indonesia harus siap! semoga lewat @inovator4id anak bangsa bisa berkarya. cc: @budimandjatmiko https://t.co/jvwISnNdxD', 'di masa depan, robot, bukan dokumen, akan mendiagnosis penyakit kamu (dari kuliah umum pak ronny adhikarya di fkm ui). ayo indonesia harus siap! semoga lewat @inovator4id anak bangsa bisa berkarya. cc: @budimandjatmiko https://t.co/jvwISnNdxD']",isi ini,,,,,
263,@fhcibumn min saya hari ini dijadwalkan untuk mengerjakan tes pukul 9:45 tapi kenapa tidak bisa login yang ada hanya tulisan 404 not found. Lalu bagaimana?,"['@fhcibumn min saya hari ini dijadwalkan untuk mengerjakan tes pukul 9:45 tapi kenapa tidak bisa login yang ada hanya tulisan 404 tidak ditemukan. lalu bagaimana?', '@fhcibumn min saya hari ini dijadwalkan untuk mengerjakan tes pukul 9:45 tapi kenapa tidak bisa login yang ada hanya tulisan 404 tidak ditemukan. lalu bagaimana?']",isi ini,,,,,
264,"youtube : up subscribe,like,favorite,views yuk order silahkan mention atau contact BBM : 51b400f1 wa : 081932896301","['youtube : belangganan, sukai, favorit, dilihat yuk pengiriman silahkan mention atau kontak BBM : 51b400f1 wa : 081932896301', 'youtube : belangganan, sukai, favorit, dilihat yuk pengiriman silahkan mention atau kontak BBM : 51b400f1 wa : 081932896301']",isi ini,,,,,
265,@jees11__ Cara Lupain nya itu? Eror 404 not found,"['@jees11__ cara lupain nya itu? kesalahan 404 tidak ditemukan', '@jees11__ cara lupain nya itu? kesalahan 404 tidak ditemukan']",isi ini,,,,,
266,@HendarwatiH @mohmahfudmd BISA! ULANG TAHUN KEMERDEKAAN. ULTAH SUMPAH PEMUDA. ULTAH KEBANGKITAN NASIONAL. ULTAH HARI AIR SEDUNIA. ULTAH HARI PAHLAWAN. WHY NOT?,"['@HendarwatiH @mohmahfudmd bisa! ulang tahun kemerdekaan. ulang tahun sumpah pemuda. ulang tahun kebangkitan nasional. ULTAH HARI AIR SEDUNIA. ulang tahun hari pahlawan. kenapa tidak?', '@HendarwatiH @mohmahfudmd bisa! ulang tahun kemerdekaan. ulang tahun sumpah pemuda. ulang tahun kebangkitan nasional. ULTAH HARI AIR SEDUNIA. ulang tahun hari pahlawan. kenapa tidak?']",isi ini,,,,,
267,"""Hal-hal 'kecil' yg kita anggap remeh, seperti gampang bohong, gampang marah, bisa jadi sumber petaka di kemudian hari. If s/he wants to change, good. If not? Will you be their superhero?"" - @JennyJusuf  https://t.co/XEZ9JYPrUS","['""hal-hal \'kecil\' yang kita anggap remeh, seperti gampang bohong, gampang marah, bisa jadi sumber petaka di kemudian hari. jika dia ingin berubah, bagus. jika tidak? apakah kamu akan menjadi pahlawan mereka?"" - @JennyJusuf  https://t.co/XEZ9JYPrUS', '""hal-hal \'kecil\' yang kita anggap remeh, seperti gampang bohong, gampang marah, bisa jadi sumber petaka di kemudian hari. jika dia ingin berubah, bagus. jika tidak? apakah kamu akan menjadi pahlawan mereka?"" - @JennyJusuf  https://t.co/XEZ9JYPrUS']",isi ini,,,,,
268,"Hal apa yg paling bikin kamu sakit hati ?  dikhianati, not abt bf ya, tp dikhianatin tmn jg include https://t.co/E3KE9VTBGa","['hal apa yang paling buat kamu sakit hati?  dikhianati, bukan tentang sahabat ya, tapi dikhianati teman juga termasuk https://t.co/E3KE9VTBGa', 'hal apa yang paling buat kamu sakit hati? dikhianati, bukan tentang sahabat ya, tapi dikhianati teman juga termasuk https://t.co/E3KE9VTBGa']",isi ini,,,,,
269,"@7bts__update @BTS_twt Era Spring Day or Not Today? Gak tau ahhh pokoknya pas era wings tour in Jakarta :"")).#TwitterBestFandom #TeamBTS #SoompiAwards @BTS_twt","['@7bts__update @BTS_twt era hari musim semi atau bukan hari ini? tidak tahu ahh pokoknya pas era tur sayap di jakarta :"")).#TwitterBestFandom #TeamBTS #SoompiAwards @BTS_twt', '@7bts__update @BTS_twt era spring day atau not today ini? tidak tahu ahh pokoknya pas era tur sayap di jakarta :"")).#TwitterBestFandom #TeamBTS #SoompiAwards @BTS_twt']",isi ini,,,,,
270,"@Greschinov 1-2 orang yang spesifik. Dan segerombolan orang yang tidak spesifik tapi bisa terasa dari perkataan dan tatapan mereka. Well, bisa dibilang ""lingkungan di masa yang lalu"".","['@Greschinov 1-2 orang yang spesifik. dan segerombolan orang yang tidak spesifik tapi bisa terasa dari perkataan dan tatapan mereka. baik, bisa dibilang ""lingkungan di masa yang lalu"".', '@Greschinov 1-2 orang yang spesifik. dan segerombolan orang yang tidak spesifik tapi bisa terasa dari perkataan dan tatapan mereka. baik, bisa dibilang ""lingkungan di masa yang lalu"".']",isi ini,,,,,
271,"@rlthingy Well, kalau emang udah keliatan bete sih biasanya aku otomatis mundur ngasih space. Tapi tanyain dulu baik-baik, lagi kenapa, kalau emang gamau ngebahas yaaa yaudah. Kebetulan aku bukan cewek yang kalau bete malah menghindar so I cant relate.","['@rlthingy baik, kalau memang sudah kelihatan bete sih biasanya aku otomatis mundur kasih ruang. tapi tanya dulu baik-baik, lagi kenapa, kalau memang tidak mau membahas ya yaudah. Kebetulan aku bukan cewek yang kalau bete malah menghindar aku tidak mengerti.', '@rlthingy baik, kalau memang sudah kelihatan bete sih biasanya aku otomatis mundur kasih ruang. tapi tanya dulu baik-baik, lagi kenapa, kalau memang tidak mau membahas ya yaudah. Kebetulan aku bukan cewek yang kalau bete malah menghindar aku tidak mengerti.']",isi ini,,,,,
272,div mau ikut ke.probably not,"['div mau ikut ke. mungkin tidak', 'div mau ikut ke. mungkin tidak']",isi ini,,,,,
273,salah. can't. finish.,"['salah. tidak. selesai.', 'salah. tidak. selesai.']",isi ini,,,,,
274,@Johnnjaehyun omg...creep...itu instagram dia?,"['@Johnnjaehyun oh tuhan. mengerikan. itu instagram dia?', '@Johnnjaehyun oh tuhan. mengerikan. itu instagram dia?']",isi ini,,,,,
275,@askmenfess KEMAREN PANIJU PANIJU INI LAGI KENTANG KEJU.... ..Where are u now nder https://t.co/VlHnMrS52x,"['@askmenfess kemarin paniju-paniju ini lagi kentang keju. dimana kamu sekarang nder https://t.co/VlHnMrS52x', '@askmenfess kemarin paniju-paniju ini lagi kentang keju. dimana kamu sekarang nder https://t.co/VlHnMrS52x']",isi ini,,,,,
276,"@Jinan_JKT48 ada lg preview nya, dunno who but keknya kamu yg lebih tau lah ini seifuku nya siapa hehe.https://t.co/NCTpXqqyAl","['@Jinan_JKT48 ada lagi pratinjaunya, tidak tahu siapa tapi sepertinya kamu yang lebih tahu lah ini seifuku nya siapa hehe. https://t.co/NCTpXqqyAl', '@Jinan_JKT48 ada lagi pratinjaunya, tidak tahu siapa tapi sepertinya kamu yang lebih tahu lah ini seifuku nya siapa hehe. https://t.co/NCTpXqqyAl']",isi ini,,,,,
277,When pas kenal bts gua lgsng suka sama taehyung ternyata absurd bgst trs jg receh kek akuuuuuuuuu uwuuuu.@BTS_twt #SoompiAwards #TeamBTS #TeamBTS #TeamBTS #SoompiAwards https://t.co/8KBcmhzbXn,"['ketika pas kenal bts saya langsung suka sama taehyung ternyata absurd bangsat terus juga receh seperti aku uwu. @BTS_twt #SoompiAwards #TeamBTS #TeamBTS #TeamBTS #SoompiAwards https://t.co/8KBcmhzbXn', 'ketika pas kenal bts saya langsung suka sama taehyung ternyata absurd bangsat terus juga receh seperti aku uwu. @BTS_twt #SoompiAwards #TeamBTS #TeamBTS #TeamBTS #SoompiAwards https://t.co/8KBcmhzbXn']",isi ini,,,,,
278,"@m_ihsanm Ehhh welcome back a  .Sering sering tengokin twitternya, udah berdebu itu haha","['@m_ihsanm ehh selamat datang kembali a. sering-sering tengok twitter-nya, sudah berdebu itu haha', '@m_ihsanm ehh selamat datang kembali a. sering-sering tengok twitter-nya, sudah berdebu itu haha']",isi ini,,,,,
279,Argh gimana cara save gif nya. https://t.co/TP1j8xz0z2,"['argh gimana cara menyimpan gifnya. https://t.co/TP1j8xz0z2', 'argh gimana cara menyimpan gif-nya. https://t.co/TP1j8xz0z2']",isi ini,,,,,
280,"Well ini smt terakhir ada kelas, smt depan who know?.Bahkan mungkin ada yg udh memutuskan buat PP aja..Tinggal kompre- up- nyusun. And you'll get de rill lyfe~","['baik ini semester terakhir ada kelas, semester depan siapa tahu?. bahkan mungkin ada yang sudah memutuskan buat pp saja. tinggal komprehensif- up- menyusun. dan kamu akan mendapatkan kehidupan nyata~', 'baik ini semester terakhir ada kelas, semester depan siapa tahu?. bahkan mungkin ada yang sudah memutuskan buat pp saja. tinggal komprehensif- up- menyusun. dan kamu akan mendapatkan kehidupan nyata~']",isi ini,,,,,
281,"@reftyWF Amin ya 'rabb....Aksi Solidaritas  Pascapenembakan, warga Christchurch menjaga Masjid-mesjid saat umat muslim menunaikan sholat....https://t.co/DwwrKy8Njd..Make Peace Not War! https://t.co/Hc9rHaFy88","[""@reftyWF amin ya 'rabb. aksi solidaritas  pasca penembakan, warga christchurch menjaga masjid-masjid saat umat muslim menunaikan salat. https://t.co/DwwrKy8Njd berdamai bukan berperang! https://t.co/Hc9rHaFy88"", ""@reftyWF amin ya 'rabb. aksi solidaritas  pasca penembakan, warga christchurch menjaga masjid-masjid saat umat muslim menunaikan salat. https://t.co/DwwrKy8Njd berdamai bukan berperang! https://t.co/Hc9rHaFy88""]",isi ini,,,,,
282,"Posisi negatif nya adalah.1. Tukang kerja yg nyebelin, tukang gossip, dan kalo ngomong suka Gede .2. Gaji, well ini dia tapi waktu Resign sempet mikir panjang sih, krn udah nyaman bgt, dan udh deket bgt sama temen2 nya .Tapi gue percaya berarti Tuhan mau ksh kerjaan yg terbaik","['posisi negatif nya adalah. 1. tukang kerja yang menyebalkan, tukang gosip, dan kalau ngomong suka besar. 2. gaji, baik ini dia tapi waktu mengundurkan diri sempat pikir panjang sih, karena sudah nyaman sangat, dan sudah dekat sangat sama teman-teman nya .tapi saya percaya berarti tuhan mau kasih kerjaan yang terbaik', 'posisi negatif nya adalah. 1. tukang kerja yang menyebalkan, tukang gosip, dan kalau ngomong suka besar. 2. gaji, baik ini dia tapi waktu mengundurkan diri sempat pikir panjang sih, karena sudah nyaman sangat, dan sudah dekat sangat sama teman-teman nya .tapi saya percaya berarti tuhan mau kasih kerjaan yang terbaik']",isi ini,,,,,
283,"@wildhasnb    Baik, Kak. Kami bantu respon melalui DM. Berkenan follow back kami terlebih dahulu Kak? Kami tunggu konfirmasi selanjutnya. Terima kasih -Tara","['@wildhasnb baik, kak. kami bantu menanggapi melalui dm. berkenan ikuti kembali kami terlebih dahulu kak? kami tunggu konfirmasi selanjutnya. terima kasih - tara', '@wildhasnb baik, kak. kami bantu menanggapi melalui dm. berkenan ikuti kembali kami terlebih dahulu kak? kami tunggu konfirmasi selanjutnya. terima kasih - tara']",isi ini,,,,,
284,susah kalau udah gak jujur.....I'm not signing up for this...,"['susah kalau sudah tidak jujur. saya tidak mendaftar untuk ini.', 'susah kalau sudah tidak jujur. saya tidak mendaftar untuk ini.']",isi ini,,,,,
