index,sentimen,Tweet
2303,0,aku taktaulah hg tuju dekatapa but after read it i'm crying rindu tu sakit sebab takleh nak luah bcs thing i 
2304,0,ketika dia yang kamu cinta meninggalkanmu demi orang lain keringkan air matamu karena kamu tahu kamu pantas dapatkan yang lebih baik
2305,1,jgn pernah ngerasa ga layak ga pantes kmu berhak mendapatkan cinta dari org yg kmu inginkan dari org yg terbaik buat kmu kamu layak 
2306,0,iyaa aku ke tikung aaaa
2308,0,bodo amat ah yang lagi limit sama sensi gue undang buat dateng ditungguin pokoknya dateng belakangan juga gapapa ak 
2309,0,jangan kebanyakan mikirin aku nun jadi pusing kan 
2310,0,perkara paling aku takut bila tak sengaja terlukakan hati seseorang 
2314,0,jangan anggap aku enggak ngei apa apa hue ommaaaaaaa 
2316,0,aku mulfan sakit hati bacanya jangan nyudutin fandom lain juga ya ga semuanya gitu
2317,1,karena aku terlanjur jatuh cinta sama kazu uwu
2318,1,hahaha aku pernah ada kawan berpurdaheminggu sekali je kot dia basuh baju mandi pun sehari sekali je baju dia sem 
2319,0,ya allah beratnya dugaan yg kau beri pade mak aku lepas satu2 dugaan yg dye trpkse hadapi 
2323,1,aku suka kau bang
2324,1,mini giveaway alhamdulillah aku ke terima mpk dan sc disekolah terus juga beberapa hari yang lalu aku ulang tahun jad 
2326,0,hiiiiiiih aku rindu kamu 
2327,0,iya kak maaf aku salah 
2330,1,nah ini aku setuju mba biar kapasitas otak calon pemimpin bisa teruji 
2331,0,banyak yang aku ga ngerti twitnya 
2335,1,suka ke tak suka aku ada aku kesah positif je kau siapa 
2336,0,percayalah dibalik kata aku ikhlas kok ada air mata yg tak terbendung tau gak lu woy 
2337,0,harusnya kamu liat sisi buruknya dong wkkwkw
2339,0,tak faham betul la aku
2341,0,kamu minta banget dikasarin beybi 
2343,0,hahahahaha aku pun tak faham weh
2345,0,benda paling bodoh yang aku pernah buat sayangkan orang yang tak sayang kat aku 
2347,0,and lastly mak aku fed up dia dah tak buat sarapan dah lapar cari sendiri geledah je almari tengok makanan yang 
2348,0,jika saatnya tiba sedih akan menjadi tawa perih akan menjadi cerita kenangan akan menjadi guru rindu akan menja 
2352,0,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang 
2354,0,soya paling jahat kot 
2357,1,apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan nggak juga membantu cari 
2359,0,kesian aku tengok lge ni hehe bertabahlah nak compare buatlah prestasi dari 10 may 2018 sampai sekarang 1 january sa 
2361,0,jap jap aku rasa benda ni salah kenapa eh bila dlm relationship semua nak salahkan lelaki apa perempuan ni mak 
2362,0,tega an kamu maymunah
2363,0,nanti saat aku berhenti mengeluh saat itulah aku sudah berhenti peduli pada hubungan kita dan berhenti mencintaimu
2364,1,okay aku dah faham situasi sebenar an old man masuk toilet perempuan sebab toilet laki kunci and the guy yg ketuk 
2366,1,1 aku memilih islam 2 aku percaya islam 3 aku percaya sama janji allah yg udh tertulis dlm al qur'an
2368,1,aaaaa sayang sayaaang terimakasih ucapannya hwdnya disimpan buat tahun depan yaa fb aku juga dah mati kok gabisa dibuka 
2372,0,selama ni mmg ketinggian tk pernah jdi penghalang rupa yg selalu menjadi penghalang 
2373,1,kanan kiri depan belakang juga kamu ganteng
2374,0,gapapa lumayan ada yang berasa pentas ditabok quq a aku pengen tapi mager transportnya heh
2378,0,malu gue tuh 
2379,0,aku gak suka panas makanya aku datang ke sini pagi pagi usui takumi
2381,0,dah curang satu hal lepastu nak salahkan laki tu pulak lagii ey geram pulak aku 
2382,1,ketika kamu mencintai seseorang beranikan dirimu tuk mengungkapkan jika tidak beranikan juga dirimu tuk melihat dia dicintai orang lain 
2385,0,aku mintak maafebab aku dah penat nak menjaga hati orang yang sikit pun tak menjaga hati aku balik 
2386,0,abah aku meninggal sebab cancer lidah amp of course sebab rokokiksa dia menahan sakit kita tengok pun nangis goodl 
2389,0,aku diam bukan berarti aku tidak ingin marah hanya saja aku tidak bisa merasakan amarah skalipun tatsuya
2390,1,salah satu sebab aku suka buku buku lama ialah lenggok bahasanya terjemahan untuk mechanics ialah kajidayaama juga seper 
2396,1,tergelak sorang sorang aku bila baca reply dorangni hahahaha 
2401,1,terimakasih untuk ayah dan ibu maafkan aku jika aku belum sempat membahagiakanmu dengan usahaku
2402,1,ga usah janjiin bintang dan bulan untuk aku cukup janjiin kamu bakal selalu bersamaku di bawah cahayanya 
2404,0,yakiin deh aku gabakalan menang bcs aku ga pandai merangkai kata2 
2407,1,bukan ingin memiliki tapi ingin mendampingi bukan ingin dicintai tapi ingin mencintai bukan ingin sendiri tapi in 
2411,1,omg merdunya suara kawan u 
2412,1,aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https 
2414,0,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
2415,0,menangis aku
2418,0,aku dekat sini tengah hadap depression ada aku libatkan hampa ka sekarang ni takkantop kacau life aku la siaa
2420,0,f you guys dapat call dari no ni then dia kata salah masuk topup jangan percaya this one scammer yg try hard cari s 
2421,0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
2423,0,pujuk hati yang kecewa sebenar nya perlu kan masa pada hati yg kecewa merasakan no one really cares paling tida 
2425,1,baik
2427,1,siapapun yg mau beli hp ini met bobo moga mimpi indah bangun2 segeremangat hari2nya dari aku yg masih mend 
2431,1,apabila suatu hari nanti terjadi hal hal di luar ingin kita aku ingin kamu percaya bahwa untukmu aku akan selalu ada m 
2432,0,mu gi ah nuru aku malas doh keje 
2435,0,untuk yg suka datang then sesuka hati je nak blah ni kau jangan sampai aku sedut kau pakai vacuum eh 
2443,1,semenjak aku kenal dan ngikutin bg dan bg jadi dapat nambah ilmu setelah ngikutin thread mere 
2444,1,bagus
2445,0,meski punya ponsel kadang tetap kesepian lho aku bisa merasakannya mari chan
2448,0,ada kamu ga mesti ada aku 
2449,0,kalau boleh kugambarkan separah ini aku tak bertegur dengan tetangga kecuali ditegur dulu sulit memulai percakap 
2450,1,o ow tapi dimata bunbun kamu menggemaskan 
2451,1,hahahhaha tak fikir storyline lagi nanti aku buat
2454,0,dahlah aku dah bosan nak layan pi mati aku nak tidur bye 
2455,0,jadi bagaimana pun kamu tidak menyukai orang itu janganlah menunjukkan jadilah orang yg berprestasi berusaha men 
2457,0,engkau merokok hembus kat public aku batuk pastu cakap aku tak respect kau as amoker cakap aku acah2 batuk nmpk la mcm 
2458,0,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb 
2459,0,mau pulang tapi rumahku jauh mau bolak balik nti aku capek
2461,1,haha itu la tu aku pun tak tau apa jadi
2463,0,lepaskanlah dia tidak mau kamuadarlah jangan membatu 
2466,1,haha apa sih mak iya kan nanti habis itu juga kamu nyusul halal kain apa mak kain lap haha
2467,1,sebab course ni course yg aku mmg aim awal and aku dapat skrg alhamdulillah 
2468,0,semalam satu hari aku murung sebab terdengar lagu ni 
2470,1,berkutat lagi dengan skecap dan interior aku bahagia 
2473,1,kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen 
2476,0,seharusnya kita tak begini jangan malah semakin menjadi aku ingin memperbaiki tapi aku takut kamu malah ingin semakin merusaki 
2480,1,hahaha buat masa ni tak pernah lagi lah salah masuk 
2488,0,aku ke yg rasa nak berubah ni haih
2489,0,aku bukan orang kelantan but sometimes muak jugak aku dengan tweet macam ni be more specific la mention orang tu better ca 
2490,0,aku rasa banyak ds kat sini bodoh kau pergi bercuti masuk hotel nak tangkap gambar bilik lah toilet lah fuck korang tak pe 
2492,0,disana emang slow respon banget sih setau aku kudu sabar pisan ak pernah blanja disana 2x 
2494,1,haha aku nak buat ayat lain sebenarnya aku nak cakap siapa sanggup terima aku do lura happy dalam krohhhhhhh
2500,0,karena setiap orang butuh kambing hitam untuk penderitaan yang dia rasakan bukankah menyedihkan ketika kamu mender 
2501,0,ni aku rasa camera dia boleh nampak sekali dengan dosa besar kau buat 
2505,1,aku tu peka terus mana pernah aku gak peka wkwk
2507,0,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
2510,0,aku kalo ibuku ngomong jangan males begitu nanti kamu punya anak males juga dalem hat 
2511,1,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
2512,0,aku curiga ada sesuatu antara nct bazzi nct djkhaled atau nct chainsmoker iyain iya
2513,0,aku tuh gak bisa diginiin lemes banget 
2514,1,maksdnya mba anna sholat jumat gt btw tq banget lah didoain aku mba 
2516,1,aa mauuu aku belom punya album sama sekaliii baik lama maupun album baru 
2517,0,sirih aja km sama aku
2520,1,bapak rajin bai aku balik pakai baju kurung ' semoga crush melihat 
2522,1,nak beritahu kalau orang tegur cuba kita ambil sisi positif teguran tu mungkin cara dia kasar menegur tapi atleast di 
2525,0,kadang aku bertanya tanya apa salah dan dosaku sayang cinta suciku kau buang buang 
2526,0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
2530,0,1000gb sekali pun aku taknak beli
2531,0,aku benci betula nak start motor ni tak retiiiiiiiiii
2534,1,still effort do hahaha aku mana ada org buat camni kt aku rasa special kit
2535,0,masih 4k ke atas aku tak mampu 
2538,1,hahahaha aku rasa dorang tak tahu yang aku ni staff
2539,0,gatau aku ga jago bikin nick 
2542,0,tbh aku keluar rumah pukul 6 45 pagi then sampai rumah dlm 8 30 malam tiap hariebab jem and jauh 
2544,1,jawab by eh tapi kamu kan ga pernah ngambek sama aku 
2546,0,aku bisa nyemangatin orang lain tapi gabisa nyemangatin diri sendiri
2547,1,geram bhai aku tapi tkpela bagi dia menang hahahah
2550,0,maaf kalo aku harus senyapkan story mu bukan aku munafik ini salah satu caraku berhenti menikmati rasa kecewa 
2553,0,hal yang paling aku takutkan di dunia selain kematian 1 ngecewain dia 2 gak bisa bahagiain dia 3 kehilangan d 
2554,0,srs ah aku tgk aduhhhh mcm sakit nye ya tuhan 
2555,1,hari ini aku belajar sesuatu aku belajar untuk menghargai setiap orang yang hadir dalam kehidupan ini tanpa bertangguh 
2559,0,duh bangchan aku masi shock 
2563,0,mampos ah aku malas dah nak layan perangai hawau orang 
2564,1,bodo betul aku terhibur bodo ada member ceni 
2565,1,makasih banyak yaa kamu abis ini ya ultah hehe
2566,0,aku nggak pernah baik baik saja kalau lagi kangen sama kamu 
2571,0,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
2573,1,aku jg lagi baper jd paham kwkwkwk
2574,1,jangan takut mencoba hal yang baru gapailah impianmu tapi ingatlah tak peduli kemana kamu pergi keluarga tempat kamu kembali 
2576,1,aku ambil keputusan untuk ada bila di mana orang memerlukan teman pertolongan dan i will be there for you 
2577,0,maljum yang melelahkan ditemani tugas bukan kamu lihat wajah stresku sayang 
2578,0,kalau sakit hati aku rasa mmg sepanjang hidup aku mc
2581,1,kenapa harini dia senyum banyak kali kat aku ni alahai cair 
2583,0,tolong sebelum kau nak kacau orang yg aku sayang kau fikir dulu mcm mana perasaan kau bila ada orang kacau buah hati kau
2584,0,aku takada rupa je bukannya takada perasaan
2585,1,jangan nanti aku sayang
2591,1,tawa kecil di seberang telpon menggetarkan hati sekaligus membuat nyali menjadi ciut kuatir bhw selamanya aku hy 
2595,0,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe 
2598,0,mulutmu boleh berkata aku terima kamu apa adanya tapi apa daya orang tuamu bertanya kamu ada apanya 
2600,1,ni kalau suami aku panggil sayang macam ni we're gonna make babies right after 
2601,1,bapak aku hebat dia polisemua orang takut ngan dia ali eleh bapak aku lagi terer kalau dia suruh orang tunduk 
2602,0,huhiapa yang setan aku tak tahu apapun alasannya aku tak ingin tahu perasaan pembunuh kogoro mouri 
2603,1,iya kaya kamu
2605,0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
2607,1,waduh kasian akunnya cepat baikan tuh akun biar nanti kamu jadi punya banyak akun 
2608,0,mau kemana kamu nan '
2609,1,meskipun kata dokter gak boleh tapi aku masih percaya kalo bawang merah bisa ngurangin perut kembung d
2613,1,nctea yangayang anak ini ayok mutualanama aku aja mwah 
2615,0,kadang2 aku rasa kau terpaksa kau takde pilihan pun untuk stay tapi kau taknak nampak kejam untuk pergi 
2616,1,setelah pernah ngerasa how lucky i'm bisa sama kamu sampe akhirnya ditinggalin skrg ngerasa how lucky i'm punya org 
2623,1,kamu mau kemana sih udah disini aja diluar dingin biar aku peluk ucap kasur kepadaku di setiap pagi hari 
2625,0,putus segala hijab kau dan aku pancung habis ni perghhhh
2628,1,brp yeoja temenin aku meraih kepuasan yuk
2629,0,maaf ya aku baru nyampe lama kali aku sampe kering ya klo udah kering mah diangkat yang wkwk j 
2634,0,duh timeline twiterku terlalu receh aku tida sanggup 
2635,1,aku mauu 
2637,1,aku up banget lah wkwk
2639,0,kalau bab haiwan ni aku memang sensitif sangat apa salah kucing tu kau masukkan dalam dryer sampai mati kau seksa dia bo 
2640,0,aku luwih telat nemen dripada dan 
2644,1,ouhhhh hahahhahahahahahh lah takde pun maybe tk follow each other kot tu yg aku tokleh tgk
2645,1,katanya sayang sama orangtua tp status wa disembunyikan dr orangtua hehe itu aku
2646,1,sama aku ajaini
2651,1,aku anak baik baik kok wkwk
2653,0,tapi tapi aku tuh bacot bgt mau hyung begini mau hyung begitu masa hyung gaada gituu 
2654,0,jane mbiyen karo ngasi wis saiki wis dadi tapi aku 
2657,0,aku yang kurang atau kamu yang tidak pernah cukup dengan satu aku 
2658,0,babi asal aku aku penghibur iman siakk 
2659,0,kamu sudah ternodaaa ndeerr 
2660,0,kami butuh pelukan bukan pukulan kami butuh penerimaan bukan penghakiman kami butuh pengertian bukan cibiran kami butuh te 
2663,1,teruntuk idola semasa remajaku aku doakan dirimu bisa menjadi istri yg sholehah dan berbakti kepada suamimu kan k 
2664,0,dasar lelaki kerdussss mon maaf aku nimbrung wkwk
2667,1,alhamdulillah adik ipar ku dan temen2nya masih selamat wlaupun ya pala nya benjol bibir nya pecah aku sedih ba 
2669,0,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku 
2670,0,bila dah cepat move on ni aku rasa semua benda boleh pergi mampus
2671,1,terharu baca threadnya kamu baik banget sih semoga rezeki kamu lancar terus next time semoga aku bisa menang ga 
2673,0,faak 
2682,0,aku jumaat kls smpai ptg pack gila
2684,0,apple sudah rilis barang barupun aku bodo amat karna aku sadar aku orangnya misqueen 
2685,0,hilang kamu tak jadi apa pun dekat aku
2687,0,harap aku tak termakan janji manis org lagi dah lepas ni cukuplah 
2688,1,so sweet dua dua walaupun bahasa macam ppfttt 
2691,1,aku juga sebenernya gemes pa tapi si yepen ngeyel suka susah dibilangin
2692,0,kalo nyaman lanjut lah jangan ninggalin begitu aja aku butuh kejelasan lah
2693,1,bagilah aku kekuatan utk selesaikan urusan semester ni dengan lancar 
2695,1,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah 
2697,1,untunglah boleh baik semula aku ada beberapa kawan yang dulu ngam gila sekarang biasa biasaekarang 
2698,0,aku udh beli baru 100k gak mau yg mahal2 kemaren beli yg lebih mahal dari 100k rusak kan kampret
2701,1,hm rasa macam nak jual lah ip7 32gb rosegold aku ni nak angkat ip8 pun macam nice hahaha 
2703,1,ganbattee you can do it jangan risau aku akan selalu support kau
2705,0,rindu aku senanye tu
2710,1,mu aku ketawa ' 
2713,1,hahahaha dkpe r aku rela cri kt lain
2714,0,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp 
2715,1,aku lahir dlm keadaan islam saat mulai dewasa aku mulai mempelajari islam dan semakin jatuh cinta dgn agama ini
2717,0,kamu ngambeque ceritanya 
2719,1,kalau kamu mau dihormati harus mau menghormati
2721,1,berkenan betul aku dgn concept design ikea ni kepada bakal isteri kita tiru ni je la ek tak payah pening2 https 
2722,1,hahahaha nnti aku dtg aku gomol kepala dia
2723,0,snapchat can stick chat for 24hrs helo nak forever aku dah la pelupa member cerita semalam pun tak ingat dah
2724,0,saat capek banget dan kurang tidur aku lebih memilih menyendiri makan sendiri menghubungi orang2 tersayang dll rasanya tenang 
2726,1,list nya ni aku banar wkwkwk
2727,1,boro 15 menit liat iklannya saklebatan ae wes deg parah sampe bingung aku iki wedi ta jatuh cinta 
2728,0,cuaca macam ni buat aku malas nak klua beli makan
2729,0,kalau aku dah berubah sorry i wont turn back anymore sbbnya aku dah penat dgn semua benda 
2730,1,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak 
2731,1,aku jenis cepat marah tapi cepat sejuk balik marah aku tu tak lama punebab nanti aku akan rasa serba salah even bukan sal 
2732,0,geram lahh aku dah tulis kat whiteboard ada orang pergi padam nanti kang cakap aku tak buat kerja 
2741,0,now aku dah malas perduli nak mintak tolong ka nak cerita apa ka aku dengar ja nak peluang bserta hati mohon maaf 
2742,0,bisa banget mau kutuk siapa kamu 
2744,1,aku ada baca jgk lg complicated org kata blackflag lg best
2747,1,cinta itu adalah anugrah terindah dari tuhan aku bersujud dan berdoa pada tuhan dan akhirnya kutemukan anugrah terindah itu yaitu kamu 
2748,0,thread paling anjing at first ingat apa masalah minah ni cakap pasal insecurity dia atau masalah psycho dia rupa rupa 
